customer_id,R,F,M,RFM_score,segment,total_orders,total_revenue,recency_days,first_product_cat,first_channel,ever_subscribed
6423623172351,2,3,2,232,At Risk,2,47.8,1612,Unknown,Subscription,False
6423623237887,2,1,1,211,Hibernating,1,23.9,1612,Unknown,Subscription,False
6423623270655,2,1,1,211,Hibernating,1,23.9,1612,Unknown,Subscription,False
6423623598335,2,1,1,211,Hibernating,1,23.9,1612,Unknown,Subscription,False
6423623893247,2,1,1,211,Hibernating,1,23.9,1612,Unknown,Subscription,False
6423623926015,2,1,1,211,Hibernating,1,23.9,1612,Unknown,Subscription,False
6423623958783,2,1,1,211,Hibernating,1,22.14,1613,Unknown,Subscription,False
6423624024319,2,3,4,234,At Risk,2,685.54,1613,Unknown,Subscription,False
6423624155391,2,1,1,211,Hibernating,1,28.84,1613,Unknown,Subscription,False
6423624384767,2,4,4,244,At Risk,4,612.78,1613,Unknown,Subscription,False
6423624417535,2,1,2,212,Hibernating,1,44.3,1613,Unknown,Subscription,False
6423624450303,2,3,3,233,At Risk,2,106.8,1614,Unknown,Subscription,False
6423624745215,2,1,3,213,Hibernating,1,125.64,1614,Unknown,Subscription,False
6423624810751,2,3,2,232,At Risk,2,47.8,1614,Unknown,Subscription,False
6423625105663,2,1,3,213,Hibernating,1,125.64,1614,Unknown,Subscription,False
6423625400575,2,1,3,213,Hibernating,1,78.7,1615,Unknown,Subscription,False
6423625433343,2,3,2,232,At Risk,2,45.9,1615,Unknown,Subscription,False
6423625859327,2,1,1,211,Hibernating,1,23.9,1615,Unknown,Subscription,False
6423625957631,2,1,1,211,Hibernating,1,22.14,1615,Unknown,Subscription,False
6423626252543,2,1,1,211,Hibernating,1,14.5,1616,Unknown,Subscription,False
6423626285311,2,1,1,211,Hibernating,1,22.14,1616,Unknown,Subscription,False
6423626612991,2,1,1,211,Hibernating,1,23.9,1616,Unknown,Subscription,False
6423626711295,2,1,1,211,Hibernating,1,23.9,1616,Unknown,Subscription,False
6423626940671,2,1,2,212,Hibernating,1,48.7,1616,Unknown,Subscription,False
6423627038975,2,1,1,211,Hibernating,1,23.9,1616,Unknown,Subscription,False
6423627170047,2,3,2,232,At Risk,2,47.8,1616,Unknown,Subscription,False
6423627202815,2,1,1,211,Hibernating,1,23.9,1616,Unknown,Subscription,False
6423627235583,2,1,1,211,Hibernating,1,23.9,1616,Unknown,Subscription,False
6423627530495,2,1,4,214,Hibernating,1,231.54,1616,Unknown,Subscription,False
6423627628799,2,1,2,212,Hibernating,1,32.9,1616,Unknown,Subscription,False
6423627661567,1,1,1,111,Hibernating,1,23.9,1617,Unknown,Subscription,False
6423627792639,1,1,2,112,Hibernating,1,53.4,1617,Unknown,Subscription,False
6423628251391,4,4,4,444,Champions,5,228.35000000000002,260,Unknown,Subscription,False
6423628284159,1,1,4,114,Hibernating,1,162.22,1617,Unknown,Subscription,False
6423628742911,1,1,4,114,Hibernating,1,162.22,1618,Unknown,Subscription,False
6423628775679,1,4,4,144,At Risk,8,560.86,1618,Unknown,Subscription,False
6423629037823,1,1,1,111,Hibernating,1,23.9,1618,Unknown,Subscription,False
6423629136127,1,1,1,111,Hibernating,1,23.9,1618,Unknown,Subscription,False
6423630905599,1,4,4,144,At Risk,5,2984.1000000000004,1619,Unknown,Subscription,False
6423631233279,1,1,1,111,Hibernating,1,23.9,1619,Unknown,Subscription,False
6423631790335,2,3,2,232,At Risk,2,64.69999999999999,1165,Unknown,Subscription,False
6423631921407,1,1,1,111,Hibernating,1,23.9,1622,Unknown,Subscription,False
6423632183551,1,1,4,114,Hibernating,1,176.04,1623,Unknown,Subscription,False
6423632707839,1,1,4,114,Hibernating,1,172.96,1623,Unknown,Subscription,False
6423632740607,1,3,4,134,At Risk,2,165.4,1623,Unknown,Subscription,False
6423632904447,1,1,1,111,Hibernating,1,23.9,1624,Unknown,Subscription,False
6423633166591,2,4,4,244,At Risk,4,191.32999999999998,1454,Unknown,Subscription,False
6423633232127,1,1,2,112,Hibernating,1,37.8,1624,Unknown,Subscription,False
6423633461503,1,1,1,111,Hibernating,1,26.1,1626,Unknown,Subscription,False
6423633494271,1,1,2,112,Hibernating,1,50.8,1626,Unknown,Subscription,False
6423633756415,1,1,1,111,Hibernating,1,28.8,1626,Unknown,Subscription,False
6423633985791,1,1,1,111,Hibernating,1,29.0,1627,Unknown,Subscription,False
6423634018559,1,1,2,112,Hibernating,1,40.8,1628,Unknown,Subscription,False
6423634084095,1,1,1,111,Hibernating,1,28.9,1629,Unknown,Subscription,False
6423634116863,1,3,3,133,At Risk,2,108.0,1629,Unknown,Subscription,False
6423634411775,1,4,3,143,At Risk,3,87.0,1629,Unknown,Subscription,False
6423634444543,1,1,1,111,Hibernating,1,29.0,1629,Unknown,Subscription,False
6423634804991,1,1,3,113,Hibernating,1,109.02,1629,Unknown,Subscription,False
6423635067135,1,3,3,133,At Risk,2,72.69999999999999,1630,Unknown,Subscription,False
6423635656959,1,3,2,132,At Risk,2,63.44,1631,Unknown,Subscription,False
6423638049023,1,4,4,144,At Risk,3,2365.84,1632,Unknown,Subscription,False
6423640342783,1,1,3,113,Hibernating,1,101.9,1633,Unknown,Subscription,False
6423640375551,1,1,4,114,Hibernating,1,187.58,1633,Unknown,Subscription,False
6423640572159,1,1,1,111,Hibernating,1,29.0,1634,Unknown,Subscription,False
6423641522431,1,1,3,113,Hibernating,1,78.58,1637,Unknown,Subscription,False
6423641882879,3,4,4,344,Loyal,5,173.75,640,Unknown,Subscription,False
6423641915647,1,1,3,113,Hibernating,1,117.74,1639,Unknown,Subscription,False
6423642374399,1,1,1,111,Hibernating,1,29.0,1643,Unknown,Subscription,False
6423642472703,1,3,4,134,At Risk,2,243.5,1643,Unknown,Subscription,False
6423642538239,1,1,1,111,Hibernating,1,29.0,1645,Unknown,Subscription,False
6423642571007,1,1,3,113,Hibernating,1,89.0,1645,Unknown,Subscription,False
6423642603775,1,1,1,111,Hibernating,1,29.0,1645,Unknown,Subscription,False
6423642833151,1,1,1,111,Hibernating,1,29.0,1646,Unknown,Subscription,False
6423642865919,1,1,3,113,Hibernating,1,151.9,1646,Unknown,Subscription,False
6423643128063,1,1,1,111,Hibernating,1,29.0,1648,Unknown,Subscription,False
6423643521279,1,1,1,111,Hibernating,1,18.9,1650,Unknown,Subscription,False
6423643685119,1,1,1,111,Hibernating,1,29.0,1650,Unknown,Subscription,False
6423644209407,1,1,1,111,Hibernating,1,29.0,1651,Unknown,Subscription,False
6423644569855,1,1,1,111,Hibernating,1,29.0,1652,Unknown,Subscription,False
6423645094143,1,1,2,112,Hibernating,1,55.8,1655,Unknown,Subscription,False
6423645159679,1,1,2,112,Hibernating,1,31.9,1656,Unknown,Subscription,False
6423645749503,2,4,4,244,At Risk,4,323.51,1091,Unknown,Subscription,True
6423646011647,1,1,1,111,Hibernating,1,21.75,1658,Unknown,Subscription,False
6423646044415,1,1,3,113,Hibernating,1,87.0,1658,Unknown,Subscription,False
6423647781119,1,1,1,111,Hibernating,1,21.75,1660,Unknown,Subscription,False
6423649353983,1,1,1,111,Hibernating,1,27.33,1662,Unknown,Subscription,False
6423649550591,1,4,2,142,At Risk,3,65.25,1662,Unknown,Subscription,False
6423649845503,1,1,3,113,Hibernating,1,97.08,1662,Unknown,Subscription,False
6423649878271,1,3,4,134,At Risk,2,159.96,1662,Unknown,Subscription,False
6423649911039,1,1,1,111,Hibernating,1,21.75,1663,Unknown,Subscription,False
6423666327807,1,1,1,111,Hibernating,1,26.9,1678,Unknown,Subscription,False
6423666721023,1,1,2,112,Hibernating,1,36.8,1679,Unknown,Subscription,False
6423667147007,1,1,1,111,Hibernating,1,0.0,1680,Unknown,Subscription,False
6423667278079,1,1,3,113,Hibernating,1,104.8,1680,Unknown,Subscription,False
6423667310847,1,1,2,112,Hibernating,1,34.9,1681,Unknown,Subscription,False
6423667343615,1,1,2,112,Hibernating,1,34.9,1681,Unknown,Subscription,False
6423667638527,1,1,1,111,Hibernating,1,29.0,1683,Unknown,Subscription,False
6423668752639,1,1,2,112,Hibernating,1,53.4,1685,Unknown,Subscription,False
6423668818175,1,1,3,113,Hibernating,1,123.0,1685,Unknown,Subscription,False
6423668850943,1,1,1,111,Hibernating,1,20.4,1686,Unknown,Subscription,False
6423669768447,1,1,3,113,Hibernating,1,113.9,1689,Unknown,Subscription,False
6423670325503,1,3,3,133,At Risk,2,68.27,1693,Unknown,Subscription,False
6423670391039,1,1,4,114,Hibernating,1,232.26,1693,Unknown,Subscription,False
6423670423807,1,1,3,113,Hibernating,1,116.04,1693,Unknown,Subscription,False
6423671111935,1,1,3,113,Hibernating,1,80.1,1696,Unknown,Subscription,False
6423671472383,1,1,3,113,Hibernating,1,99.94,1698,Unknown,Subscription,False
6423671603455,1,3,3,133,At Risk,2,80.6,1702,Unknown,Subscription,False
6423671865599,1,3,4,134,At Risk,2,153.81,1702,Unknown,Subscription,False
6423671898367,1,1,2,112,Hibernating,1,41.93,1702,Unknown,Subscription,False
6423671996671,1,1,2,112,Hibernating,1,41.93,1703,Unknown,Subscription,False
6423672258815,1,1,1,111,Hibernating,1,26.25,1704,Unknown,Subscription,False
6423672291583,1,1,3,113,Hibernating,1,94.5,1704,Unknown,Subscription,False
6423672324351,1,1,1,111,Hibernating,1,22.1,1704,Unknown,Subscription,False
6423672389887,1,4,4,144,At Risk,5,340.77,1666,Unknown,Subscription,False
6423672455423,1,1,4,114,Hibernating,1,156.99,1704,Unknown,Subscription,False
6423672520959,1,1,3,113,Hibernating,1,147.44,1704,Unknown,Subscription,False
6423672586495,3,4,3,343,Loyal,4,152.56,638,Unknown,Subscription,False
6423672914175,1,1,3,113,Hibernating,1,73.9,1707,Unknown,Subscription,False
6423673241855,3,4,4,344,Loyal,5,399.72,640,Unknown,Subscription,False
6423673733375,1,1,3,113,Hibernating,1,101.04,1710,Unknown,Subscription,False
6423675011327,1,1,2,112,Hibernating,1,33.9,1721,Unknown,Subscription,False
6423678484735,1,1,4,114,Hibernating,1,190.52,1726,Unknown,Subscription,False
6423678976255,1,3,4,134,At Risk,2,219.51999999999998,1728,Unknown,Subscription,False
6423679205631,1,4,3,143,At Risk,3,140.94,1730,Unknown,Subscription,False
6423679467775,1,1,2,112,Hibernating,1,34.9,1731,Unknown,Subscription,False
6423679598847,1,1,3,113,Hibernating,1,84.0,1732,Unknown,Subscription,False
6423679795455,1,3,3,133,At Risk,2,125.9,1735,Unknown,Subscription,False
6423679828223,1,1,4,114,Hibernating,1,682.24,1736,Unknown,Subscription,False
6423684972799,1,1,4,114,Hibernating,1,164.96,1757,Unknown,Subscription,False
6423685071103,1,1,1,111,Hibernating,1,26.9,1758,Unknown,Subscription,False
6423685103871,1,1,1,111,Hibernating,1,0.0,1758,Unknown,Subscription,False
6423706304767,2,4,4,244,At Risk,5,486.65999999999997,1562,Unknown,Subscription,False
6423756275967,1,1,2,112,Hibernating,1,41.7,1889,Unknown,Subscription,False
6423756308735,1,1,2,112,Hibernating,1,49.62,1890,Unknown,Subscription,False
6423756341503,1,1,1,111,Hibernating,1,12.82,1890,Unknown,Subscription,False
6423756374271,1,1,1,111,Hibernating,1,14.8,1890,Unknown,Subscription,False
6423763091711,1,1,4,114,Hibernating,1,747.5,1910,Unknown,Subscription,False
6423765680383,1,1,2,112,Hibernating,1,38.0,1917,Unknown,Subscription,False
6423765745919,1,4,4,144,At Risk,3,209.0,1918,Unknown,Subscription,False
6423765909759,3,4,4,344,Loyal,6,1013.48,638,Unknown,Subscription,False
6423766860031,1,1,3,113,Hibernating,1,84.0,1922,Unknown,Subscription,False
6423766925567,1,1,1,111,Hibernating,1,14.8,1922,Unknown,Subscription,False
6423766991103,1,1,1,111,Hibernating,1,19.0,1923,Unknown,Subscription,False
6423771152639,1,3,3,133,At Risk,2,129.0069696969697,1928,Unknown,Direct / Organic,False
6423771185407,1,1,2,112,Hibernating,1,38.0,1929,Unknown,Subscription,False
6423771447551,1,1,1,111,Hibernating,1,19.0,1932,Unknown,Subscription,False
6423771480319,1,1,2,112,Hibernating,1,38.0,1932,Unknown,Subscription,False
6423771513087,1,4,4,144,At Risk,3,479.92,1885,Unknown,Subscription,False
6423773511935,1,1,1,111,Hibernating,1,19.0,1936,Unknown,Subscription,False
6423773544703,1,1,2,112,Hibernating,1,38.0,1936,Unknown,Subscription,False
6423773610239,1,1,2,112,Hibernating,1,32.9,1936,Unknown,Subscription,False
6423775346943,1,3,2,132,At Risk,2,38.0,1940,Unknown,Subscription,False
6423775412479,1,4,4,144,At Risk,5,3231.08,1852,Unknown,Subscription,False
6423775445247,1,1,3,113,Hibernating,1,76.0,1940,Unknown,Subscription,False
6423777607935,1,1,1,111,Hibernating,1,28.9,1942,Unknown,Subscription,False
6423777640703,1,1,4,114,Hibernating,1,308.9,1943,Unknown,Subscription,False
6423777902847,1,1,3,113,Hibernating,1,88.2,1946,Unknown,Subscription,False
6423778066687,1,4,4,144,At Risk,3,1117.84,1949,Unknown,Subscription,False
6423778099455,4,4,4,444,Champions,19,343.85,84,Unknown,Subscription,False
6423778132223,1,1,2,112,Hibernating,1,57.38,1949,Unknown,Subscription,False
6423802020095,1,3,3,133,At Risk,2,131.24,1969,Unknown,Subscription,False
6423802315007,3,4,4,344,Loyal,4,1942.68,640,Unknown,Subscription,False
6423809851647,1,1,2,112,Hibernating,1,50.9,2033,Unknown,Subscription,False
6423809884415,1,4,4,144,At Risk,6,797.4200000000001,1663,Unknown,Subscription,False
6423810015487,1,1,2,112,Hibernating,1,32.9,2037,Unknown,Subscription,False
6423813914879,1,1,1,111,Hibernating,1,19.9,2062,Unknown,Subscription,False
6423814275327,1,1,3,113,Hibernating,1,112.82,2063,Unknown,Subscription,False
6423814570239,1,1,4,114,Hibernating,1,604.08,2065,Unknown,Subscription,False
6423815487743,1,1,4,114,Hibernating,1,571.3,2067,Unknown,Subscription,False
6423816372479,1,1,4,114,Hibernating,1,215.84,2067,Unknown,Subscription,False
6423816438015,1,1,3,113,Hibernating,1,72.54,2067,Unknown,Subscription,False
6423816503551,1,1,3,113,Hibernating,1,75.28,2067,Unknown,Subscription,False
6423833280767,1,3,4,134,At Risk,2,751.2,2129,Unknown,Subscription,False
6424253268223,2,1,1,211,Hibernating,1,0.0,1372,Unknown,Subscription,False
6424254415103,2,1,4,214,Hibernating,1,1738.68,1373,Unknown,Subscription,False
6424257593599,2,1,1,211,Hibernating,1,0.0,1381,Unknown,Subscription,False
6424258150655,2,1,1,211,Hibernating,1,26.95,1385,Unknown,Subscription,False
6424258773247,2,1,4,214,Hibernating,1,2059.02,1393,Unknown,Subscription,False
6424259428607,2,1,1,211,Hibernating,1,0.0,1401,Unknown,Subscription,False
6424263721215,2,1,1,211,Hibernating,1,0.0,1427,Unknown,Subscription,False
6424267129087,2,4,1,241,At Risk,4,19.6,1452,Unknown,Subscription,False
6424267227391,2,1,1,211,Hibernating,1,19.6,1452,Unknown,Subscription,False
6424267260159,2,1,3,213,Hibernating,1,98.96,1453,Unknown,Subscription,False
6424267456767,2,1,1,211,Hibernating,1,26.9,1453,Unknown,Subscription,False
6424267686143,2,1,3,213,Hibernating,1,79.36,1454,Unknown,Subscription,False
6424275681535,2,1,1,211,Hibernating,1,0.0,1493,Unknown,Subscription,False
6424286494975,2,1,1,211,Hibernating,1,0.0,1546,Unknown,Subscription,False
6424286658815,2,1,1,211,Hibernating,1,0.0,1547,Unknown,Subscription,False
6424290066687,2,1,1,211,Hibernating,1,0.0,1571,Unknown,Subscription,False
6424290853119,2,1,1,211,Hibernating,1,0.0,1574,Unknown,Subscription,False
6424290918655,2,1,1,211,Hibernating,1,0.0,1575,Unknown,Subscription,False
6424294064383,2,1,1,211,Hibernating,1,0.0,1585,Unknown,Subscription,False
6424295604479,2,1,3,213,Hibernating,1,150.0,1591,Unknown,Subscription,False
6424295997695,2,1,1,211,Hibernating,1,0.0,1595,Unknown,Subscription,False
6424296095999,2,1,1,211,Hibernating,1,0.0,1595,Unknown,Subscription,False
6424299307263,2,1,1,211,Hibernating,1,9.9,1601,Unknown,Subscription,False
6424299471103,2,1,1,211,Hibernating,1,29.0,1602,Unknown,Subscription,False
6424300323071,2,1,1,211,Hibernating,1,0.0,1603,Unknown,Subscription,False
6424300552447,2,1,1,211,Hibernating,1,0.0,1603,Unknown,Subscription,False
6424301142271,2,1,1,211,Hibernating,1,0.0,1605,Unknown,Subscription,False
6424304386303,2,1,4,214,Hibernating,1,1225.0,1612,Unknown,Subscription,False
6424304812287,2,1,1,211,Hibernating,1,0.0,1612,Unknown,Subscription,False
6424310186239,1,1,1,111,Hibernating,1,23.9,1618,Unknown,Subscription,False
6424310350079,1,1,1,111,Hibernating,1,0.0,1619,Unknown,Subscription,False
6424311431423,1,1,4,114,Hibernating,1,285.9,1619,Unknown,Subscription,False
6424311496959,1,1,3,113,Hibernating,1,120.9,1619,Unknown,Subscription,False
6424314052863,1,1,4,114,Hibernating,1,1600.0,1626,Unknown,Subscription,False
6424314511615,1,1,2,112,Hibernating,1,55.9,1627,Unknown,Subscription,False
6424315592959,1,1,1,111,Hibernating,1,16.0,1629,Unknown,Subscription,False
6424315756799,1,1,2,112,Hibernating,1,38.9,1629,Unknown,Subscription,False
6424315887871,1,1,4,114,Hibernating,1,186.9,1629,Unknown,Subscription,False
6424317198591,1,1,4,114,Hibernating,1,368.3,1631,Unknown,Subscription,False
6424317427967,1,1,1,111,Hibernating,1,26.9,1631,Unknown,Subscription,False
6424318214399,1,1,3,113,Hibernating,1,147.6,1632,Unknown,Subscription,False
6424318411007,1,1,2,112,Hibernating,1,43.9,1632,Unknown,Subscription,False
6424318443775,1,1,1,111,Hibernating,1,29.0,1632,Unknown,Subscription,False
6424320835839,1,1,2,112,Hibernating,1,36.9,1637,Unknown,Subscription,False
6424320966911,1,1,4,114,Hibernating,1,4593.6,1637,Unknown,Subscription,False
6424322113791,1,1,4,114,Hibernating,1,158.0,1640,Unknown,Subscription,False
6424322343167,1,1,1,111,Hibernating,1,29.0,1641,Unknown,Subscription,False
6424323981567,1,1,1,111,Hibernating,1,0.0,1648,Unknown,Subscription,False
6424324047103,1,1,1,111,Hibernating,1,0.0,1648,Unknown,Subscription,False
6424324473087,1,1,1,111,Hibernating,1,0.0,1651,Unknown,Subscription,False
6424324505855,1,1,2,112,Hibernating,1,46.8,1651,Unknown,Subscription,False
6424324538623,1,1,1,111,Hibernating,1,0.0,1651,Unknown,Subscription,False
6424324604159,1,1,1,111,Hibernating,1,0.0,1651,Unknown,Subscription,False
6424324833535,1,1,1,111,Hibernating,1,0.0,1652,Unknown,Subscription,False
6424324931839,1,1,1,111,Hibernating,1,0.0,1652,Unknown,Subscription,False
6424325030143,1,1,1,111,Hibernating,1,0.0,1652,Unknown,Subscription,False
6424327094527,1,1,1,111,Hibernating,1,0.0,1658,Unknown,Subscription,False
6424327160063,1,1,1,111,Hibernating,1,0.0,1658,Unknown,Subscription,False
6424327323903,1,1,1,111,Hibernating,1,0.0,1659,Unknown,Subscription,False
6424327422207,1,1,1,111,Hibernating,1,0.0,1659,Unknown,Subscription,False
6424327520511,1,1,1,111,Hibernating,1,0.0,1659,Unknown,Subscription,False
6424327651583,1,1,1,111,Hibernating,1,0.0,1659,Unknown,Subscription,False
6424327815423,1,1,1,111,Hibernating,1,0.0,1659,Unknown,Subscription,False
6424327848191,1,1,1,111,Hibernating,1,0.0,1659,Unknown,Subscription,False
6424327913727,1,1,1,111,Hibernating,1,21.75,1659,Unknown,Subscription,False
6424327979263,1,1,1,111,Hibernating,1,21.75,1659,Unknown,Subscription,False
6424328274175,1,1,1,111,Hibernating,1,0.0,1659,Unknown,Subscription,False
6424330338559,1,1,2,112,Hibernating,1,58.15,1664,Unknown,Subscription,False
6424330600703,1,1,1,111,Hibernating,1,28.83,1664,Unknown,Subscription,False
6424330699007,4,3,3,433,Champions,2,145.2,236,Unknown,Subscription,False
6424331092223,1,1,1,111,Hibernating,1,21.75,1664,Unknown,Subscription,False
6424331124991,1,1,2,112,Hibernating,1,54.33,1664,Unknown,Subscription,False
6424331583743,1,4,4,144,At Risk,3,1080.85,1665,Unknown,Subscription,False
6424332370175,1,1,1,111,Hibernating,1,0.0,1666,Unknown,Subscription,False
6424332534015,3,4,3,343,Loyal,3,78.0,598,Unknown,Subscription,False
6424332632319,1,3,4,134,At Risk,2,235.20000000000002,1667,Unknown,Subscription,False
6424333222143,1,1,1,111,Hibernating,1,29.0,1670,Unknown,Subscription,False
6424333320447,1,1,2,112,Hibernating,1,55.8,1670,Unknown,Subscription,False
6424333582591,1,1,1,111,Hibernating,1,29.0,1671,Unknown,Subscription,False
6424333746431,1,1,3,113,Hibernating,1,100.33,1671,Unknown,Subscription,False
6424334434559,1,1,2,112,Hibernating,1,55.8,1672,Unknown,Subscription,False
6424334532863,1,1,2,112,Hibernating,1,62.3,1672,Unknown,Subscription,False
6424334762239,1,3,3,133,At Risk,2,77.8,1673,Unknown,Subscription,False
6424335089919,1,1,2,112,Hibernating,1,55.8,1673,Unknown,Subscription,False
6424335220991,1,3,2,132,At Risk,2,58.0,1674,Unknown,Subscription,False
6424335450367,4,3,4,434,Champions,2,381.91,152,Unknown,Subscription,False
6424335909119,1,1,1,111,Hibernating,1,29.0,1675,Unknown,Subscription,False
6424336236799,1,1,1,111,Hibernating,1,0.0,1676,Unknown,Subscription,False
6424336826623,1,1,2,112,Hibernating,1,33.39,1678,Unknown,Subscription,False
6424337842431,1,1,2,112,Hibernating,1,31.9,1679,Unknown,Subscription,False
6424337907967,1,1,1,111,Hibernating,1,0.0,1679,Unknown,Subscription,False
6424338071807,1,1,1,111,Hibernating,1,0.0,1679,Unknown,Subscription,False
6424338399487,1,1,4,114,Hibernating,1,1197.9,1679,Unknown,Subscription,False
6424341971199,1,1,2,112,Hibernating,1,34.0,1693,Unknown,Subscription,False
6424342954239,1,1,2,112,Hibernating,1,46.08,1694,Unknown,Subscription,False
6424343347455,1,1,1,111,Hibernating,1,0.0,1696,Unknown,Subscription,False
6424347476223,1,1,2,112,Hibernating,1,53.9,1715,Unknown,Subscription,False
6424347640063,1,1,2,112,Hibernating,1,59.8,1716,Unknown,Subscription,False
6424347803903,1,1,1,111,Hibernating,1,14.8,1717,Unknown,Subscription,False
6424348295423,1,3,3,133,At Risk,2,111.6,1722,Unknown,Subscription,False
6424348459263,1,1,3,113,Hibernating,1,116.27,1724,Unknown,Subscription,False
6424348786943,1,1,3,113,Hibernating,1,91.02,1724,Unknown,Subscription,False
6424351867135,1,1,1,111,Hibernating,1,0.0,1738,Unknown,Subscription,False
6424351899903,1,1,1,111,Hibernating,1,0.0,1738,Unknown,Subscription,False
6424351932671,1,1,1,111,Hibernating,1,0.0,1738,Unknown,Subscription,False
6424351998207,1,1,1,111,Hibernating,1,0.0,1738,Unknown,Subscription,False
6424352030975,1,1,1,111,Hibernating,1,0.0,1738,Unknown,Subscription,False
6424352096511,1,1,1,111,Hibernating,1,0.0,1738,Unknown,Subscription,False
6424352162047,1,1,1,111,Hibernating,1,0.0,1738,Unknown,Subscription,False
6424352260351,1,1,1,111,Hibernating,1,0.0,1738,Unknown,Subscription,False
6424352325887,1,1,1,111,Hibernating,1,0.0,1738,Unknown,Subscription,False
6424352391423,1,1,1,111,Hibernating,1,0.0,1738,Unknown,Subscription,False
6424352456959,1,1,1,111,Hibernating,1,0.0,1738,Unknown,Subscription,False
6424352719103,1,1,1,111,Hibernating,1,14.8,1741,Unknown,Subscription,False
6424352850175,1,1,1,111,Hibernating,1,0.0,1743,Unknown,Subscription,False
6424352981247,1,1,1,111,Hibernating,1,0.0,1743,Unknown,Subscription,False
6424353046783,1,1,1,111,Hibernating,1,0.0,1744,Unknown,Subscription,False
6424353112319,1,1,1,111,Hibernating,1,0.0,1744,Unknown,Subscription,False
6424353210623,1,1,1,111,Hibernating,1,0.0,1744,Unknown,Subscription,False
6424353243391,1,1,1,111,Hibernating,1,0.0,1744,Unknown,Subscription,False
6424353341695,1,1,1,111,Hibernating,1,0.0,1744,Unknown,Subscription,False
6424353407231,1,1,2,112,Hibernating,1,34.9,1744,Unknown,Subscription,False
6424353538303,1,1,2,112,Hibernating,1,54.22,1745,Unknown,Subscription,False
6424353636607,1,1,1,111,Hibernating,1,0.0,1746,Unknown,Subscription,False
6424353767679,1,1,1,111,Hibernating,1,14.8,1748,Unknown,Subscription,False
6424353865983,1,1,2,112,Hibernating,1,31.9,1748,Unknown,Subscription,False
6424355143935,1,1,1,111,Hibernating,1,0.0,1756,Unknown,Subscription,False
6424355340543,1,1,3,113,Hibernating,1,74.0,1757,Unknown,Subscription,False
6424356487423,1,1,2,112,Hibernating,1,31.9,1763,Unknown,Subscription,False
6424357077247,1,3,4,134,At Risk,2,178.93,1764,Unknown,Subscription,False
6424357110015,1,1,1,111,Hibernating,1,0.0,1765,Unknown,Subscription,False
6424357208319,1,1,1,111,Hibernating,1,0.0,1765,Unknown,Subscription,False
6424358256895,1,1,2,112,Hibernating,1,38.28,1765,Unknown,Subscription,False
6424358387967,1,3,4,134,At Risk,2,392.7,1766,Unknown,Subscription,False
6424358453503,1,1,1,111,Hibernating,1,0.0,1766,Unknown,Subscription,False
6424358617343,1,4,4,144,At Risk,3,167.5,1766,Unknown,Subscription,False
6424358781183,1,1,3,113,Hibernating,1,97.24,1767,Unknown,Subscription,False
6424359010559,1,1,3,113,Hibernating,1,89.0,1767,Unknown,Subscription,False
6424359239935,1,1,1,111,Hibernating,1,0.0,1767,Unknown,Subscription,False
6424359895295,1,1,1,111,Hibernating,1,0.0,1767,Unknown,Subscription,False
6424360059135,1,1,1,111,Hibernating,1,22.33,1767,Unknown,Subscription,False
6424360812799,1,1,3,113,Hibernating,1,80.38,1769,Unknown,Subscription,False
6424360911103,1,1,4,114,Hibernating,1,155.28,1769,Unknown,Subscription,False
6424361926911,1,1,2,112,Hibernating,1,40.84,1770,Unknown,Subscription,False
6424361959679,1,3,4,134,At Risk,2,973.48,1770,Unknown,Subscription,False
6424362647807,4,3,1,431,Loyal,2,25.9,166,Unknown,Subscription,False
6424363041023,1,1,1,111,Hibernating,1,0.0,1773,Unknown,Subscription,False
6424363270399,3,4,4,344,Loyal,3,166.01,441,Unknown,Subscription,False
6424363892991,1,1,2,112,Hibernating,1,36.4,1778,Unknown,Subscription,False
6424363925759,1,1,1,111,Hibernating,1,0.0,1778,Unknown,Subscription,False
6424364253439,1,1,3,113,Hibernating,1,93.3,1780,Unknown,Subscription,False
6424364777727,1,1,3,113,Hibernating,1,126.46,1782,Unknown,Subscription,False
6424365269247,1,4,3,143,At Risk,3,77.0,1788,Unknown,Subscription,False
6424365433087,1,3,2,132,At Risk,2,57.64,1789,Unknown,Subscription,False
6424365859071,1,1,4,114,Hibernating,1,264.6,1794,Unknown,Subscription,False
6424366645503,2,4,4,244,At Risk,3,607.28,760,Unknown,Subscription,False
6424366940415,1,1,2,112,Hibernating,1,38.05,1797,Unknown,Subscription,False
6424367595775,1,3,4,134,At Risk,2,246.62,1800,Unknown,Subscription,False
6424368185599,1,1,3,113,Hibernating,1,113.4,1805,Unknown,Subscription,False
6424369496319,1,1,3,113,Hibernating,1,104.4,1813,Unknown,Subscription,False
6424369627391,1,1,1,111,Hibernating,1,0.0,1814,Unknown,Subscription,False
6424369823999,1,1,2,112,Hibernating,1,62.05,1816,Unknown,Subscription,False
6424370249983,1,3,1,131,At Risk,2,19.0,1821,Unknown,Subscription,False
6424370381055,1,1,2,112,Hibernating,1,34.8,1822,Unknown,Subscription,False
6424370479359,1,1,1,111,Hibernating,1,29.0,1822,Unknown,Subscription,False
6424370512127,1,1,1,111,Hibernating,1,29.0,1823,Unknown,Subscription,False
6424371069183,1,1,2,112,Hibernating,1,41.7,1823,Unknown,Subscription,False
